,cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
4307,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,11/6/2016,11/6/2016,Trafalgar Group,C,1200,lv,2.559789,46.82,48.52,2.89,,46.45571,45.59303,3.947245,,,https://drive.google.com/file/d/0B4lhKxf9pMitN1JxcDRvQkdudkE/view,48686,76258,11/7/16,09:24:53  8 Nov 2016
4308,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/27/2016,11/1/2016,CNN/Opinion Research Corp.,A-,773,lv,2.557385,49.0,47.0,3.0,,48.21276,45.24199,2.51991,,,http://www.cnn.com/2016/11/02/politics/polls-hillary-clinton-donald-trump-florida-pennsylvania-nevada-arizona/index.html?sr=twCNN110216polls-hillary-clinton-donald-trump-florida-pennsylvania-nevada-arizona0407PMVODtopLink&linkId=30619479,48088,75235,11/2/16,09:24:53  8 Nov 2016
4310,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Utah,10/30/2016,10/31/2016,Gravis Marketing,B-,1424,rv,2.534445,29.0,35.0,3.0,24.0,29.13106,34.83912,3.470157,24.13737,,https://www.scribd.com/document/330023731/UTAH-Final,48357,75794,11/4/16,09:24:53  8 Nov 2016
4311,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,11/1/2016,11/7/2016,SurveyMonkey,C-,2246,lv,2.531833,44.0,42.0,7.0,,42.55644,41.36747,4.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48909,76599,11/8/16,09:24:53  8 Nov 2016
4312,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,11/1/2016,11/7/2016,SurveyMonkey,C-,2183,lv,2.529197,49.0,41.0,7.0,,47.5443,40.36122,4.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48906,76596,11/8/16,09:24:53  8 Nov 2016
4313,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/1/2016,11/2/2016,Gravis Marketing,B-,1220,rv,2.526391,46.0,45.0,4.0,,46.11487,44.57666,4.695571,,,http://www.breitbart.com/2016-presidential-race/2016/11/07/exclusive-breitbart-gravis-polls-swing-state-roundup/,48776,76359,11/7/16,09:24:53  8 Nov 2016
4314,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,11/1/2016,11/7/2016,SurveyMonkey,C-,2208,lv,2.522875,57.0,32.0,5.0,,55.55189,31.36513,2.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48892,76582,11/8/16,09:24:53  8 Nov 2016
4315,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/28/2016,10/31/2016,SurveyUSA,A,659,lv,2.510095,44.0,51.0,,,42.26065,49.51819,,,,http://www.wral.com/wral-poll-trump-charges-ahead-in-nc/16183780/,48008,75083,11/1/16,09:24:53  8 Nov 2016
4316,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,11/1/2016,11/4/2016,Gravis Marketing,B-,1079,rv,2.480104,46.0,41.0,3.0,,46.07977,40.47677,3.767539,,,http://www.breitbart.com/2016-presidential-race/2016/11/07/exclusive-breitbart-gravis-polls-swing-state-roundup/,48774,76357,11/7/16,09:24:53  8 Nov 2016
4317,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/6/2016,11/6/2016,Trafalgar Group,C,1100,lv,2.479039,46.13,49.72,2.43,,45.76571,46.79303,3.487245,,,https://drive.google.com/file/d/0B4lhKxf9pMitUTc5eVFiWERJRFE/view,48624,76179,11/7/16,09:24:53  8 Nov 2016
4318,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/25/2016,10/26/2016,Marist College,A,780,lv,2.477858,47.0,41.0,8.0,,45.61544,42.67081,6.028048,,,http://www.nbcnews.com/meet-the-press/polls-clinton-leads-trump-north-carolina-dead-heat-florida-n675246,47775,74766,10/30/16,09:24:53  8 Nov 2016
4319,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/25/2016,10/27/2016,Siena College,A,815,lv,2.465165,42.0,46.0,4.0,,42.43429,48.52064,2.359168,,,http://www.nytimes.com/interactive/2016/10/30/upshot/florida-poll.html?_r=0,47771,74761,10/30/16,09:24:53  8 Nov 2016
4320,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Utah,11/3/2016,11/5/2016,Trafalgar Group,C,1350,lv,2.458509,29.52,39.95,3.89,24.52,29.32823,37.11196,5.047845,24.52,,https://drive.google.com/file/d/0B4lhKxf9pMitMnpma3JKTjh4aGs/view,48487,75993,11/6/16,09:24:53  8 Nov 2016
4321,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/25/2016,10/26/2016,Marist College,A,779,lv,2.437825,45.0,44.0,5.0,,43.63194,45.77339,3.028048,,,http://www.nbcnews.com/meet-the-press/polls-clinton-leads-trump-north-carolina-dead-heat-florida-n675246,47776,74770,10/30/16,09:24:53  8 Nov 2016
4322,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,11/1/2016,11/7/2016,SurveyMonkey,C-,1823,lv,2.428014,52.0,35.0,6.0,,50.54793,34.36309,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48873,76563,11/8/16,09:24:53  8 Nov 2016
4323,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/1/2016,11/2/2016,RABA Research,C+,1076,lv,2.427176,41.0,44.0,5.0,,41.74863,44.88503,5.052217,,,http://www.thegazette.com/subject/news/public-safety/trump-clings-to-small-edge-in-iowa-20161103,48264,75594,11/3/16,09:24:53  8 Nov 2016
4324,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,11/3/2016,11/5/2016,Trafalgar Group,C,1300,lv,2.415687,46.51,48.43,2.3,,46.30506,45.58518,3.457845,,,https://drive.google.com/file/d/0B4lhKxf9pMiteE9pZkcwQnZ3TVk/view,48629,76191,11/7/16,09:24:53  8 Nov 2016
4325,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/1/2016,11/7/2016,SurveyMonkey,C-,1781,lv,2.414203,38.0,47.0,9.0,,36.55981,46.36921,6.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48875,76565,11/8/16,09:24:53  8 Nov 2016
4326,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,11/1/2016,11/7/2016,SurveyMonkey,C-,1700,lv,2.386133,35.0,52.0,10.0,,33.54308,51.36058,7.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48874,76564,11/8/16,09:24:53  8 Nov 2016
4327,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,11/1/2016,11/7/2016,SurveyMonkey,C-,1698,lv,2.373767,43.0,47.0,6.0,,41.53149,46.35461,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48900,76590,11/8/16,09:24:53  8 Nov 2016
4328,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,10/21/2016,10/24/2016,Selzer & Company,A+,805,lv,2.35699,43.0,45.0,4.0,,43.2967,46.69683,2.79523,,,http://www.bloomberg.com/politics/articles/2016-10-26/florida-poll,47469,74257,10/26/16,09:24:53  8 Nov 2016
4330,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,10/31/2016,11/1/2016,Public Policy Polling,B+,688,lv,2.35099,48.0,45.0,,,46.3848,43.44663,,,,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf,48328,75701,11/4/16,09:24:53  8 Nov 2016
4331,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,11/1/2016,11/3/2016,EPIC-MRA,A-,600,lv,2.348978,42.0,38.0,5.0,,43.58539,39.35814,4.576078,,,http://www.freep.com/story/news/politics/2016/11/04/free-press-poll-donald-trump-gains-hillary-clinton-race-michigan-tightens/93287658/,48335,75719,11/4/16,09:24:53  8 Nov 2016
4332,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,11/1/2016,11/7/2016,SurveyMonkey,C-,1595,lv,2.335181,50.0,35.0,7.0,,48.56203,34.37036,4.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48897,76587,11/8/16,09:24:53  8 Nov 2016
4333,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/23/2016,10/25/2016,Siena College,A,824,lv,2.319354,46.0,39.0,6.0,,46.36182,41.8756,4.165658,,,http://www.nytimes.com/interactive/2016/10/27/upshot/pennsylvania-poll.html,47551,74386,10/27/16,09:24:53  8 Nov 2016
4334,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/4/2016,11/5/2016,Emerson College,B,600,lv,2.311949,46.8,45.6,3.9,,46.8018,43.48163,4.166058,,,projects.fivethirtyeight.com/polls/20161107_Swing_1.pdf,48517,76053,11/7/16,09:24:53  8 Nov 2016
4335,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,10/27/2016,10/28/2016,BK Strategies,,1698,lv,2.301099,39.0,53.0,,,38.31548,51.30598,,,,http://themissouritimes.com/35134/blunt-opens-lead-kander-new-poll/,47860,74895,10/31/16,09:24:53  8 Nov 2016
4336,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Utah,11/1/2016,11/7/2016,SurveyMonkey,C-,1479,lv,2.298333,31.0,34.0,7.0,25.0,29.55618,33.36734,4.682124,25.0,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48904,76594,11/8/16,09:24:53  8 Nov 2016
4337,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/1/2016,11/2/2016,Gravis Marketing,B-,1001,rv,2.291677,41.0,43.0,7.0,,41.16734,42.62373,7.695572,,,http://www.breitbart.com/big-government/2016/11/04/exclusive-breitbartgravis-new-hampshire-poll-trump-takes-lead-granite-state/,48338,75724,11/4/16,09:24:53  8 Nov 2016
4338,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,California,10/14/2016,10/23/2016,Public Policy Institute of California,A,1024,lv,2.290809,54.0,28.0,5.0,,55.99313,30.1221,2.947167,,,http://www.ppic.org/content/pubs/survey/S_1016MBS.pdf,47545,74374,10/27/16,09:24:53  8 Nov 2016
4339,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/27/2016,11/5/2016,Columbus Dispatch,C+,1151,lv,2.277907,48.0,47.0,,,46.04775,45.69439,,,,http://www.dispatch.com/content/stories/local/2016/11/06/dispatch-poll-finds-presidential-race-too-close-to-call.html,48479,75971,11/6/16,09:24:53  8 Nov 2016
4340,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,11/1/2016,11/7/2016,SurveyMonkey,C-,1433,lv,2.277639,41.0,49.0,5.0,,39.5452,48.36168,2.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48902,76592,11/8/16,09:24:53  8 Nov 2016
4341,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,11/1/2016,11/7/2016,SurveyMonkey,C-,1451,lv,2.274687,51.0,33.0,8.0,,49.56419,32.37147,5.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48907,76597,11/8/16,09:24:53  8 Nov 2016
4342,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/26/2016,10/28/2016,YouGov,B,997,lv,2.273378,42.0,39.0,7.0,,42.88837,40.34286,7.404706,,,http://www.cbsnews.com/news/cbs-battleground-poll-partisans-divide-on-news-of-fbi-emails/,47780,74790,10/30/16,09:24:53  8 Nov 2016
4343,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,10/26/2016,10/28/2016,YouGov,B,994,lv,2.269359,42.0,44.0,4.0,,42.87845,45.29172,4.404706,,,http://www.cbsnews.com/news/cbs-battleground-poll-partisans-divide-on-news-of-fbi-emails/,47778,74788,10/30/16,09:24:53  8 Nov 2016
4344,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/1/2016,11/3/2016,Emerson College,B,700,lv,2.26872,41.0,44.0,5.0,,41.20044,42.09328,5.188532,,,http://media.wix.com/ugd/3bebb2_f41eb67b0e694f8ca80b020facc8d937.pdf,48331,75711,11/4/16,09:24:53  8 Nov 2016
4345,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,10/26/2016,10/28/2016,YouGov,B,992,lv,2.266673,48.0,45.0,3.0,,48.85305,46.16077,3.404706,,,http://www.cbsnews.com/news/cbs-battleground-poll-partisans-divide-on-news-of-fbi-emails/,47779,74789,10/30/16,09:24:53  8 Nov 2016
4346,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,11/1/2016,11/7/2016,SurveyMonkey,C-,1387,lv,2.255979,52.0,36.0,7.0,,50.56337,35.37104,4.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48866,76556,11/8/16,09:24:53  8 Nov 2016
4347,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,11/1/2016,11/7/2016,SurveyMonkey,C-,1378,lv,2.251622,56.0,30.0,6.0,,54.58373,29.38155,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48881,76571,11/8/16,09:24:53  8 Nov 2016
4348,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,11/1/2016,11/7/2016,SurveyMonkey,C-,1377,lv,2.251136,52.0,37.0,4.0,,50.55473,36.36659,1.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48890,76580,11/8/16,09:24:53  8 Nov 2016
4349,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,11/2/2016,11/3/2016,"Keating Research, Inc.",B,605,lv,2.237669,43.0,38.0,7.0,,42.93507,39.13824,7.077022,,,http://onsightpublicaffairs.com/2016/11/clinton-holds-5-point-lead-over-trump-among-likely-voters-in-new-colorado-poll-bennet-has-11-point-lead/,48356,75793,11/4/16,09:24:53  8 Nov 2016
4350,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,11/1/2016,11/7/2016,SurveyMonkey,C-,1368,lv,2.235764,40.0,48.0,8.0,,38.54503,47.36159,5.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48885,76575,11/8/16,09:24:53  8 Nov 2016
4351,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,10/26/2016,10/30/2016,SurveyUSA,A,624,lv,2.228987,38.0,49.0,7.0,,36.97892,48.75118,7.180154,,,http://www.surveyusa.com/client/PollReport.aspx?g=0e1d48a5-2698-448f-8f7a-fa2c92996543,48076,75206,11/2/16,09:24:53  8 Nov 2016
4352,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,11/1/2016,11/7/2016,SurveyMonkey,C-,1315,lv,2.219969,35.0,54.0,6.0,,33.54599,53.36208,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48877,76567,11/8/16,09:24:53  8 Nov 2016
4353,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,11/1/2016,11/7/2016,SurveyMonkey,C-,1311,lv,2.217888,36.0,49.0,9.0,,34.5558,48.36715,6.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48876,76566,11/8/16,09:24:53  8 Nov 2016
4355,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,11/1/2016,11/7/2016,SurveyMonkey,C-,1292,lv,2.207883,46.0,39.0,10.0,,44.55759,38.36807,7.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48883,76573,11/8/16,09:24:53  8 Nov 2016
4356,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/5/2016,11/6/2016,Opinion Savvy/InsiderAdvantage,C-,843,lv,2.196736,48.4,46.4,3.0,,47.53599,45.8096,2.896041,,,http://opinionsavvy.com/wp-content/uploads/2016/11/OS-FL-General-11.7.16.pdf,48625,76180,11/7/16,09:24:53  8 Nov 2016
4357,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,11/1/2016,11/7/2016,SurveyMonkey,C-,1271,lv,2.196587,32.0,57.0,10.0,,30.54268,56.36038,7.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48896,76586,11/8/16,09:24:53  8 Nov 2016
4358,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,11/1/2016,11/3/2016,"Research & Polling, Inc.",A,504,lv,2.186039,45.0,40.0,11.0,,45.88651,40.17503,10.06027,,,https://www.abqjournal.com/883092/clinton-still-ahead-in-new-mexico.html,48476,75967,11/6/16,09:24:53  8 Nov 2016
4359,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/1/2016,11/4/2016,Trafalgar Group,C,1100,lv,2.180106,45.01,49.61,2.58,,44.87482,46.82064,3.722982,,,https://drive.google.com/file/d/0B4lhKxf9pMitYTV0T1hDMnpDVkU/view,48473,75963,11/6/16,09:24:53  8 Nov 2016
4360,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Texas,10/31/2016,11/2/2016,Emerson College,B,700,lv,2.176822,34.5,49.2,4.9,,34.68858,47.39611,4.996917,,,http://media.wix.com/ugd/3bebb2_f1333cfb6e9f42ae9d2e9dd81053b33a.pdf,48195,75477,11/3/16,09:24:53  8 Nov 2016
4361,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/27/2016,11/1/2016,Quinnipiac University,A-,612,lv,2.169967,48.0,43.0,3.0,,48.55542,42.60515,2.589325,,,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2399,48101,75308,11/2/16,09:24:53  8 Nov 2016
4362,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,11/1/2016,11/7/2016,SurveyMonkey,C-,1216,lv,2.165751,59.0,28.0,6.0,,57.54366,27.36088,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48880,76570,11/8/16,09:24:53  8 Nov 2016
4363,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/1/2016,11/7/2016,SurveyMonkey,C-,1207,lv,2.149976,45.0,43.0,9.0,,43.55026,42.36429,6.682125,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48888,76578,11/8/16,09:24:53  8 Nov 2016
4364,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/28/2016,11/2/2016,University of Massachusetts Lowell,B,695,lv,2.149767,44.0,44.0,5.0,,44.64148,44.25513,4.99177,,,https://www.uml.edu/docs/TOPLINE-NH-GENERAL-20161103_tcm18-264691.pdf,48263,75589,11/3/16,09:24:53  8 Nov 2016
4365,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,10/28/2016,11/1/2016,The Times-Picayune/Lucid,,1113,lv,2.131348,41.0,42.0,8.0,,41.43441,44.97258,6.330834,,,https://luc.id/wp-content/uploads/2016/11/Arizona-Battleground-Results.pdf,48102,75313,11/2/16,09:24:53  8 Nov 2016
4366,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/31/2016,11/3/2016,TargetSmart/William & Mary,,844,lv,2.127813,40.0,43.0,8.0,,40.17032,44.47387,7.643654,,,https://www.scribd.com/document/330232698/TargetSmart-William-Mary-Release-Final-2016-Election-Survey-of-Ohio-Early-and-Likely-Voters,48496,76002,11/6/16,09:24:53  8 Nov 2016
4367,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/31/2016,11/3/2016,Trafalgar Group,C,1150,lv,2.12413,44.77,44.33,5.04,,44.69017,41.65818,6.111014,,,https://drive.google.com/file/d/0B4lhKxf9pMiteGplS1k1amdiVHc/view,48344,75734,11/4/16,09:24:53  8 Nov 2016
4368,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,11/1/2016,11/3/2016,Public Opinion Strategies,B,600,lv,2.114406,37.0,48.0,9.0,,37.37743,49.45787,8.184681,,,http://www.wthr.com/article/exclusive-wthrhpi-poll-young-pulls-ahead-of-bayh-in-senate-race,48333,75722,11/4/16,09:24:53  8 Nov 2016
4369,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,11/1/2016,11/7/2016,SurveyMonkey,C-,1131,lv,2.114207,36.0,55.0,6.0,,34.52791,54.35276,3.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48860,76550,11/8/16,09:24:53  8 Nov 2016
4370,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,10/27/2016,11/1/2016,Quinnipiac University,A-,589,lv,2.103988,41.0,46.0,5.0,,41.5668,45.63366,4.589325,,,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2399,48100,75307,11/2/16,09:24:53  8 Nov 2016
4371,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/28/2016,10/30/2016,Emerson College,B,800,lv,2.090419,49.0,45.0,3.0,,49.18567,43.74928,2.728885,,,http://projects.fivethirtyeight.com/polls/20161101_Swing_1.pdf,47877,74930,11/1/16,09:24:53  8 Nov 2016
4372,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/31/2016,11/1/2016,"Susquehanna Polling & Research, Inc.",B-,681,lv,2.080905,45.0,43.0,2.0,,45.46416,43.6171,2.470426,,,https://mgtvwhtm.files.wordpress.com/2016/11/toplines-statewideabc272-oct16.pdf,48086,75228,11/2/16,09:24:53  8 Nov 2016
4373,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/28/2016,10/31/2016,Emerson College,B,750,lv,2.070262,44.0,41.0,8.0,,44.21969,39.59914,7.862936,,,http://media.wix.com/ugd/3bebb2_6ee2070379ba4a88bff29b1fa5aae9e0.pdf,48079,75215,11/2/16,09:24:53  8 Nov 2016
4374,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,10/20/2016,10/24/2016,Marist College,A,768,lv,2.062099,45.0,36.0,10.0,,43.58333,38.97304,7.565026,,,http://www.nbcnews.com/politics/first-read/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361,47539,74346,10/26/16,09:24:53  8 Nov 2016
4375,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,10/27/2016,11/2/2016,Stockton College,B,678,lv,2.018986,51.0,40.0,3.0,,51.15983,39.75173,2.689465,,,http://observer.com/2016/11/stockton-new-jersey-poll-clinton-51-trump-40/,48323,75695,11/4/16,09:24:53  8 Nov 2016
4376,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,11/1/2016,11/7/2016,SurveyMonkey,C-,988,lv,2.014911,35.0,52.0,7.0,,33.55392,51.36617,4.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48887,76577,11/8/16,09:24:53  8 Nov 2016
4377,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,11/1/2016,11/7/2016,SurveyMonkey,C-,982,lv,2.010349,38.0,52.0,4.0,,36.5317,51.35472,1.682124,,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48878,76568,11/8/16,09:24:53  8 Nov 2016
4378,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,10/28/2016,10/30/2016,Emerson College,B,750,lv,2.008736,46.0,42.0,5.0,,46.2357,40.91833,4.728885,,,http://projects.fivethirtyeight.com/polls/20161101_Swing_1.pdf,47879,74932,11/1/16,09:24:53  8 Nov 2016
4379,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,10/20/2016,10/26/2016,Quinnipiac University,A-,791,lv,2.007741,44.0,44.0,4.0,,44.46257,45.23578,2.786407,,,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397,47618,74522,10/27/16,09:24:53  8 Nov 2016
4380,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,10/28/2016,11/1/2016,The Times-Picayune/Lucid,,972,lv,2.005188,44.0,37.0,9.0,,44.44516,39.9995,7.330834,,,https://luc.id/wp-content/uploads/2016/11/Colorado-Battleground-Results.pdf,48103,75314,11/2/16,09:24:53  8 Nov 2016
4381,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,10/23/2016,10/30/2016,Winthrop University,,712,lv,2.003458,44.0,39.0,5.0,,44.78788,41.16042,4.550555,,,http://www.winthrop.edu/news-events/article.aspx?id=46011,48074,75204,11/2/16,09:24:53  8 Nov 2016
4382,2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,10/26/2016,10/30/2016,Franklin & Marshall College,B+,652,lv,1.98423,49.0,38.0,4.0,,48.7482,40.7122,3.774672,,,http://www.philly.com/philly/blogs/big_tent/Clinton-up-big-in-PA-says-new-FM-College-Poll.html,47876,74927,11/1/16,09:24:53  8 Nov 2016
